ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,label
1769849974.151939,CeBfR83eoF6WBYAAXd,192.168.10.2,46356,104.18.27.120,80,tcp,http,0.115544,79,827,SF,T,F,0,ShADadFf,6,339,5,1031,0,6,0
1769849979.461773,C6ffI74Fn9dEihQt6c,192.168.10.2,43642,142.251.222.196,80,tcp,http,0.551822,78,21009,SF,T,F,18850,ShADacgdFf,10,498,6,2403,0,6,0
1769849968.94262,C4MBNW2ol6VqFadkv9,192.168.10.2,33567,8.8.8.8,53,udp,dns,5.151921,132,191,SF,T,F,0,Dd,4,244,3,275,0,17,0
1769849985.08713,CPV74P24Zl962eN4ld,192.168.10.2,41130,103.102.166.224,80,tcp,http,0.176067,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769849932.682986,CccwJ01axfeNSsQkij,192.168.10.2,48021,160.250.111.199,123,udp,ntp,0.052187,48,48,SF,T,F,0,Dd,1,76,1,76,0,17,0
1769849974.289977,Cep80M2g4zX9BRVbgb,192.168.10.2,45091,8.8.8.8,53,udp,dns,5.105018,128,156,SF,T,F,0,Dd,4,240,3,240,0,17,0
1769849985.79132,ChwJROCJ27HzVlfub,192.168.10.2,46788,8.8.8.8,53,udp,dns,0.083582,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769849985.908719,C85Y7E1Bn6eTWEyzbh,192.168.10.2,46302,8.8.8.8,53,udp,dns,0.047964,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769849993.514133,CuQhXw3v1SWy04AN3k,192.168.10.2,42374,104.18.26.120,80,tcp,http,0.120858,79,827,SF,T,F,0,ShADadFf,6,339,5,1031,0,6,0
1769849980.006088,C4PX8SBQJEqKZKPTl,192.168.10.2,41197,8.8.8.8,53,udp,dns,5.068782,140,252,SF,T,F,0,Dd,4,252,3,336,0,17,0
1769849999.852113,ClFewQ9h9WZzXCKgd,192.168.10.2,52600,142.251.222.196,80,tcp,http,0.573159,78,21452,SF,T,F,20172,ShADacgdFf,13,618,5,1484,0,6,0
1769849988.389415,CcyXsl3XTfx2Q5BMLe,192.168.10.2,40850,8.8.8.8,53,udp,dns,5.114256,132,187,SF,T,F,0,Dd,4,244,3,271,0,17,0
1769850005.628784,Cdb45e1IhEl8t72pu9,192.168.10.2,36586,103.102.166.224,80,tcp,http,0.158287,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769849993.629055,CF138644I287ENbTQa,192.168.10.2,46765,8.8.8.8,53,udp,dns,6.173135,128,168,SF,T,F,0,Dd,4,240,3,252,0,17,0
1769850005.825436,Cu8ypH82W9vciBGl7,192.168.10.2,57942,8.8.8.8,53,udp,dns,0.045615,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850005.874907,CbXa0g2bhCktDy5pP5,192.168.10.2,36050,8.8.8.8,53,udp,dns,0.036341,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850013.348973,CnkjGpKgPA4hu5AF6,192.168.10.2,57456,104.18.27.120,80,tcp,http,0.109224,79,832,SF,T,F,0,ShADadFf,6,339,5,1036,0,6,0
1769850000.428766,CDJ6u13tiuYI6uiXTa,192.168.10.2,42607,8.8.8.8,53,udp,dns,5.143436,140,252,SF,T,F,0,Dd,4,252,3,336,0,17,0
1769850018.585034,CXk4Ji4oZAHxdIN0Ba,192.168.10.2,35862,142.251.221.164,80,tcp,http,0.472848,78,21150,SF,T,F,17443,ShADacgdFf,12,578,7,3991,0,6,0
1769850008.240745,Cx6Xqq2Ez5ZvOv9IY1,192.168.10.2,48223,8.8.8.8,53,udp,dns,5.100568,132,187,SF,T,F,0,Dd,4,244,3,271,0,17,0
1769850024.241365,CWiTHo1SNbWWbcZQ63,192.168.10.2,42388,103.102.166.224,80,tcp,http,0.159338,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769850013.481543,COSenc4Ij71RLupJjj,192.168.10.2,41629,8.8.8.8,53,udp,dns,5.097125,128,156,SF,T,F,0,Dd,4,240,3,240,0,17,0
1769850024.603857,Cwz6OM1Ed1tBaQEGp3,192.168.10.2,57123,8.8.8.8,53,udp,dns,0.044697,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850024.653479,CyHbagdajaKg4WS54,192.168.10.2,47794,8.8.8.8,53,udp,dns,0.031523,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850032.092768,CltsIl2BfrjhNVX9vl,192.168.10.2,36190,104.18.26.120,80,tcp,http,0.112934,79,832,SF,T,F,0,ShADadFf,6,339,5,1036,0,6,0
1769850019.08965,Ce7u5Q1ZvqEFXwVZZa,192.168.10.2,60128,8.8.8.8,53,udp,dns,5.098616,140,252,SF,T,F,0,Dd,4,252,3,336,0,17,0
1769850037.299265,CsTepc3RadGm9KHvkd,192.168.10.2,52964,142.251.221.164,80,tcp,http,0.533509,78,21121,SF,T,F,18817,ShADadgcFf,10,498,7,13725,0,6,0
1769850026.983845,Cey7v32nh9Dt1sE3Qf,192.168.10.2,47058,8.8.8.8,53,udp,dns,5.102104,132,187,SF,T,F,0,Dd,4,244,3,271,0,17,0
1769850042.967266,CWzmMY3s9maYqDXZQ3,192.168.10.2,35030,103.102.166.224,80,tcp,http,0.147889,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769850032.199187,C8lJzQ3N2SghY3FJY1,192.168.10.2,48057,8.8.8.8,53,udp,dns,5.093507,128,168,SF,T,F,0,Dd,4,240,3,252,0,17,0
1769850043.160874,C7FAH7403Fx1VMbcY4,192.168.10.2,52730,8.8.8.8,53,udp,dns,0.049826,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850043.214314,CpOztE2t2pBo35Kw1b,192.168.10.2,59830,8.8.8.8,53,udp,dns,0.035538,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850045.32955,CvIEwk1ciQRsJp6Td8,192.168.10.1,5353,224.0.0.251,5353,udp,0,0,0,0,OTH,T,T,0,C,0,0,0,0,0,17,0
1769850045.353716,CgGWry2jfhl6IuJsdk,fe80::20c:29ff:fe3a:8165,5353,ff02::fb,5353,udp,0,0,0,0,OTH,T,F,0,C,0,0,0,0,0,17,0
1769850050.245583,CShtIH1Fd996YC2vuf,192.168.10.2,54670,104.18.26.120,80,tcp,http,0.137910,79,827,SF,T,F,0,ShADadFf,6,339,5,1031,0,6,0
1769850037.842594,C57SyH0swQkZC1RCg,192.168.10.2,33361,8.8.8.8,53,udp,dns,5.119001,140,264,SF,T,F,0,Dd,4,252,3,348,0,17,0
1769850055.467442,CtrQqn2iClko0LIZ3d,192.168.10.2,43846,142.251.221.100,80,tcp,http,0.631779,78,21140,SF,T,F,19860,ShADadcgFf,9,458,6,15174,0,6,0
1769850045.149971,CQtdZQ4rWjyLgTrNl,192.168.10.2,48573,8.8.8.8,53,udp,dns,5.088180,132,191,SF,T,F,0,Dd,4,244,3,275,0,17,0
1769850050.360642,C2ztAuJZgTiPFOT59,192.168.10.2,58508,8.8.8.8,53,udp,dns,5.100180,128,168,SF,T,F,0,Dd,4,240,3,252,0,17,0
1769850063.000212,C5uHmx2TeAQJvsbHBg,192.168.10.2,42156,103.102.166.224,80,tcp,http,2.608938,81,173,SF,T,F,0,ShADafF,7,401,8,513,0,6,0
1769850065.755887,CQpcOoz9xNNlqzJIc,192.168.10.2,60407,8.8.8.8,53,udp,dns,0.040599,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850065.801295,Cg2zdr1K8IvKfliJYj,192.168.10.2,35644,8.8.8.8,53,udp,dns,0.042939,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850056.123161,Co0ZCB1Eg1tAjjKNk4,192.168.10.2,37923,8.8.8.8,53,udp,dns,5.316823,140,264,SF,T,F,0,Dd,4,252,3,348,0,17,0
1769850072.967156,CL0OG4pWgRXJr9vtl,192.168.10.2,37414,104.18.27.120,80,tcp,http,0.207647,79,827,SF,T,F,0,ShADadFf,6,339,5,1031,0,6,0
1769850078.40269,CiWUHw44oaXx0H9Gaa,192.168.10.2,53986,142.251.221.100,80,tcp,http,0.903644,78,21079,SF,T,F,18519,ShADadgcFf,11,538,7,14479,0,6,0
1769850067.809325,CiIRC83iOoFqhvWdC3,192.168.10.2,46799,8.8.8.8,53,udp,dns,5.152155,132,187,SF,T,F,0,Dd,4,244,3,271,0,17,0
1769850084.42047,CSzJxM3tpqnOnj8mgd,192.168.10.2,57864,103.102.166.224,80,tcp,http,0.161993,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769850073.174317,ClZR4i4P4L9KpWIe09,192.168.10.2,42762,8.8.8.8,53,udp,dns,5.222730,128,156,SF,T,F,0,Dd,4,240,3,240,0,17,0
1769850084.633153,CPEcSn3SyGEsutHOqh,192.168.10.2,58989,8.8.8.8,53,udp,dns,0.039131,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850084.676208,C2n4sn2oLzW0jbZDUf,192.168.10.2,51139,8.8.8.8,53,udp,dns,0.033701,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850092.106266,CiojM4Rdr2BKqBgL,192.168.10.2,37480,104.18.27.120,80,tcp,http,0.214921,79,827,SF,T,F,0,ShADadFf,6,339,5,1031,0,6,0
1769850038.720897,ChbaCK1uVZSHGuj6S8,fe80::20c:29ff:fe3a:8165,133,ff02::2,134,icmp,0,0,0,0,OTH,T,F,0,0,1,56,0,0,0,58,0
1769850079.278502,Ca9SXL33sKB8jloFTg,192.168.10.2,41942,8.8.8.8,53,udp,dns,5.128214,140,252,SF,T,F,0,Dd,4,252,3,336,0,17,0
1769850097.63503,Cb2heE1OrJ1gwVSJ0g,192.168.10.2,55342,142.251.221.164,80,tcp,http,0.559154,78,21023,SF,T,F,21023,ShADadgcFf,7,378,5,12631,0,6,0
1769850086.735311,Cft5n64K1ou2iKvwc,192.168.10.2,57122,8.8.8.8,53,udp,dns,5.171033,132,187,SF,T,F,0,Dd,4,244,3,271,0,17,0
1769850103.324607,CWA50U1gpV8cZRDU3,192.168.10.2,41284,103.102.166.224,80,tcp,http,0.165058,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769850092.542402,CH35hFZOwW3yw0BUd,192.168.10.2,55780,8.8.8.8,53,udp,dns,5.088003,128,156,SF,T,F,0,Dd,4,240,3,240,0,17,0
1769850103.548422,CAhzbK1eHDDD3gcn6g,192.168.10.2,47529,8.8.8.8,53,udp,dns,0.031472,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850103.585716,CdSPBE9DQ8H7gDm3a,192.168.10.2,50990,8.8.8.8,53,udp,dns,0.027921,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850110.995725,CTUv8y32KPSY2voiMj,192.168.10.2,52314,104.18.27.120,80,tcp,http,0.172649,79,832,SF,T,F,0,ShADadFf,6,339,5,1036,0,6,0
1769850056.182531,C7Fzxq2kuR9Fjdohd2,fe80::c3b1:49c2:c200:6c36,133,ff02::2,134,icmp,0,0,0,0,OTH,T,F,0,0,1,48,0,0,0,58,0
1769850098.199937,C7xJDS1mEmpBbpKNji,192.168.10.2,52251,8.8.8.8,53,udp,dns,5.120002,140,252,SF,T,F,0,Dd,4,252,3,336,0,17,0
1769850116.288645,C8erPy1mxBErCcVcHc,192.168.10.2,60268,142.251.156.119,80,tcp,http,0.554384,78,21094,SF,T,F,17761,ShADadcgFf,11,538,7,3617,0,6,0
1769850105.827264,C0MVQLYnd4ZUZBwc6,192.168.10.2,58105,8.8.8.8,53,udp,dns,5.164132,132,191,SF,T,F,0,Dd,4,244,3,275,0,17,0
1769850121.955223,C0DviE2oPnByYfv6R9,192.168.10.2,58950,103.102.166.224,80,tcp,http,0.137210,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769850111.159488,Ct72Mn3gY2gAbENIja,192.168.10.2,36223,8.8.8.8,53,udp,dns,5.124096,128,380,SF,T,F,0,Dd,4,240,3,464,0,17,0
1769850122.254843,CIp0LEPo4BV9XICXc,192.168.10.2,34215,8.8.8.8,53,udp,dns,0.050442,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850122.307777,CyQSjr12buJUJpQK5d,192.168.10.2,52144,8.8.8.8,53,udp,dns,0.037713,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850130.214019,CpwZgL3LQquk9FyDg9,192.168.10.2,43268,104.18.26.120,80,tcp,http,0.154372,79,827,SF,T,F,0,ShADadFf,7,379,6,1071,0,6,0
1769850116.82041,C3uiJ948ebIf5MooS1,192.168.10.2,52951,8.8.8.8,53,udp,dns,5.120272,140,252,SF,T,F,0,Dd,4,252,3,336,0,17,0
1769850135.658394,CNufcJ10jZrbJhpIQc,192.168.10.2,44844,142.251.221.100,80,tcp,http,0.731563,78,21033,SF,T,F,21033,ShADacgcFf,9,458,4,164,0,6,0
1769850125.031045,C2bjnj4SUvHCNrOiy6,192.168.10.2,57752,8.8.8.8,53,udp,dns,5.171640,132,187,SF,T,F,0,Dd,4,244,3,271,0,17,0
1769850141.52373,Cu8HSwrJtvz8GZNpe,192.168.10.2,38794,103.102.166.224,80,tcp,http,0.149127,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769850130.33566,Cg9r923QDHjtPhNEJh,192.168.10.2,49689,8.8.8.8,53,udp,dns,5.293328,128,268,SF,T,F,0,Dd,4,240,3,352,0,17,0
1769850141.726449,C5Re8q2i6lDmByhgsk,192.168.10.2,46010,8.8.8.8,53,udp,dns,0.035112,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850141.764938,CfFOeV3RwyrgWns97h,192.168.10.2,33401,8.8.8.8,53,udp,dns,0.035904,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850149.619004,CwWJn63xZkuo6XSdNj,192.168.10.2,34122,104.18.26.120,80,tcp,http,0.114847,79,827,SF,T,F,0,ShADadFf,6,339,5,1031,0,6,0
1769850136.380843,CMZcVu1TgGqrAyCGrc,192.168.10.2,54980,8.8.8.8,53,udp,dns,5.136372,140,264,SF,T,F,0,Dd,4,252,3,348,0,17,0
1769850154.821178,CXzZIg38PBI8FbtGM9,192.168.10.2,50862,142.251.152.119,80,tcp,http,0.754964,78,21377,SF,T,F,21377,ShADadgcFf,10,498,5,11431,0,6,0
1769850144.430118,CXABZJ1Fv7tsSKm83,192.168.10.2,48130,8.8.8.8,53,udp,dns,5.183026,132,187,SF,T,F,0,Dd,4,244,3,271,0,17,0
1769850160.676775,CBfa1I2cE5SzHE7pZk,192.168.10.2,32966,103.102.166.224,80,tcp,http,0.159097,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769850149.723376,Cko5eabCpTYKY8qHk,192.168.10.2,59467,8.8.8.8,53,udp,dns,5.093156,128,280,SF,T,F,0,Dd,4,240,3,364,0,17,0
1769850160.909183,CZIVGV2gtwnQ4EGIqc,192.168.10.2,56816,8.8.8.8,53,udp,dns,0.034228,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850160.945809,CuVtvF1uQ4NrzGgJh5,192.168.10.2,40467,8.8.8.8,53,udp,dns,0.038393,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850155.552439,CTDDPo4TL2N2ObWEXb,192.168.10.2,52464,8.8.8.8,53,udp,dns,5.116772,140,252,SF,T,F,0,Dd,4,252,3,336,0,17,0
1769850170.646202,CE6Qug1fD5VFFu1CKb,192.168.10.2,52400,104.18.26.120,80,tcp,http,0.142655,79,827,SF,T,F,0,ShADadFf,6,339,5,1031,0,6,0
1769850175.858072,Cw6tte31FAaUtuERO6,192.168.10.2,54652,142.250.205.68,80,tcp,http,0.594517,78,21074,SF,T,F,21074,ShADadgcFf,10,498,5,11352,0,6,0
1769850165.368347,CVN0gG2vVMj1wpXrQl,192.168.10.2,34415,8.8.8.8,53,udp,dns,5.274023,132,191,SF,T,F,0,Dd,4,244,3,275,0,17,0
1769850181.609543,CfYAlj3tQcQBuomJk,192.168.10.2,58386,103.102.166.224,80,tcp,http,0.160930,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769850170.768174,CaNnR84hoXW8sJqvOh,192.168.10.2,45464,8.8.8.8,53,udp,dns,5.086415,128,156,SF,T,F,0,Dd,4,240,3,240,0,17,0
1769850181.80502,CspMLrJQvz5pMb63i,192.168.10.2,33163,8.8.8.8,53,udp,dns,0.031995,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850181.839924,CK7c7A3gbshCvplfma,192.168.10.2,59530,8.8.8.8,53,udp,dns,0.031004,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850189.58996,CChdlF39asku06o71f,192.168.10.2,45824,104.18.26.120,80,tcp,http,0.128718,79,827,SF,T,F,0,ShADadFf,6,339,5,1031,0,6,0
1769850176.44833,ChnBXlnwhK57YFOhb,192.168.10.2,33960,8.8.8.8,53,udp,dns,5.157010,140,252,SF,T,F,0,Dd,4,252,3,336,0,17,0
1769850194.865465,CnBCkNpyXMww6kRRh,192.168.10.2,58606,172.217.24.132,80,tcp,http,0.679915,78,21411,SF,T,F,20131,ShADadgcFf,9,458,6,15295,0,6,0
1769850184.414674,C9fSox3DpaqgyqyvF4,192.168.10.2,39602,8.8.8.8,53,udp,dns,5.158844,132,191,SF,T,F,0,Dd,4,244,3,275,0,17,0
1769850200.700618,COo0WF2naWQKk7ceKl,192.168.10.2,53284,103.102.166.224,80,tcp,http,0.177544,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769850189.711974,CcfwljOLFHnDGFk76,192.168.10.2,42813,8.8.8.8,53,udp,dns,5.148458,128,156,SF,T,F,0,Dd,4,240,3,240,0,17,0
1769850200.944069,C4bT4D4LYLKbu7SS07,192.168.10.2,35137,8.8.8.8,53,udp,dns,0.054628,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850201.00126,CHW6yo3yowUyJkZW4c,192.168.10.2,42572,8.8.8.8,53,udp,dns,0.048346,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850208.666231,Cgw3pF4SjSYwv22Vle,192.168.10.2,46150,104.18.26.120,80,tcp,http,0.142779,79,827,SF,T,F,0,ShADadFf,6,339,5,1031,0,6,0
1769850195.512025,CCpno74FgHYEF648W9,192.168.10.2,33224,8.8.8.8,53,udp,dns,5.183431,140,264,SF,T,F,0,Dd,4,252,3,348,0,17,0
1769850213.882251,CmW5x41ab1CFZDv306,192.168.10.2,56760,172.217.24.196,80,tcp,http,0.709887,78,21279,SF,T,F,21255,ShADadgcFf,7,378,6,13408,0,6,0
1769850203.492818,COuvRm2iLh1LoKWWD,192.168.10.2,34760,8.8.8.8,53,udp,dns,5.167674,132,191,SF,T,F,0,Dd,4,244,3,275,0,17,0
1769850219.709027,Cvbx8Y1Lc8emtt9vje,192.168.10.2,40100,103.102.166.224,80,tcp,http,0.162455,81,173,SF,T,F,0,ShADafF,4,261,4,337,0,6,0
1769850208.779369,CjheHi1Q0964obzeb5,192.168.10.2,58893,8.8.8.8,53,udp,dns,5.095678,128,156,SF,T,F,0,Dd,4,240,3,240,0,17,0
1769850219.911669,CgclGySSfNQ4Fiar3,192.168.10.2,49159,8.8.8.8,53,udp,dns,0.042561,27,123,SF,T,F,0,Dd,1,55,1,151,0,17,0
1769850219.957536,CCspa04v2TWBA0xL97,192.168.10.2,37303,8.8.8.8,53,udp,dns,0.037045,27,195,SF,T,F,0,Dd,1,55,1,223,0,17,0
1769850227.290451,CvukKRMRXVn6SRpD7,192.168.10.2,43994,104.18.26.120,80,tcp,http,0.119562,79,827,SF,T,F,0,ShADadFf,6,339,5,1031,0,6,0
